Matches,Year,Season ,City,Date,Match_type,Player_of_match,Venue,Home Team,Visiting Team,Toss_winner,Toss_decision,Match Winner,Home/Away Result,Won By,Result_margin,Winning Margin Category,Target_Runs,Target_overs,Super_over,Result Method
26,2023,Season 16,Jaipur,19-04-2023,League,MP Stoinis,Sawai Mansingh Stadium,Lucknow Super Giants,Rajasthan Royals,Rajasthan Royals,Fielding,Lucknow Super Giants,Home Win,Runs,10,Close Match,155,20,No,Normal
27,2023,Season 16,Chandigarh,20-04-2023,League,Mohammed Siraj,"Punjab Cricket Association Stadium, Mohali",Royal Challengers Bengaluru,Punjab Kings,Punjab Kings,Fielding,Royal Challengers Bengaluru,Home Win,Runs,24,Moderate Win,175,20,No,Normal
28,2023,Season 16,Delhi,20-04-2023,League,I Sharma,"Arun Jaitley Stadium, Delhi ",Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,Fielding,Delhi Capitals,Away Win,wickets,4,Moderate Win,128,20,No,Normal
29,2023,Season 16,Chennai,21-04-2023,League,RA Jadeja,"MA Chidambaram Stadium, Chepauk",Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,Fielding,Chennai Super Kings,Away Win,wickets,7,Dominating Win,135,20,No,Normal
30,2023,Season 16,Lucknow,22-04-2023,League,MM Sharma,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Gujarat Titans,Lucknow Super Giants,Gujarat Titans,Bating,Gujarat Titans,Home Win,Runs,7,Close Match,136,20,No,Normal
31,2023,Season 16,Mumbai,22-04-2023,League,SM Curran,Wankhede Stadium,Punjab Kings,Mumbai Indians,Mumbai Indians,Fielding,Punjab Kings,Home Win,Runs,13,Moderate Win,215,20,No,Normal
32,2023,Season 16,Bengaluru,23-04-2023,League,GJ Maxwell,M Chinnaswamy Stadium,Royal Challengers Bengaluru,Rajasthan Royals,Rajasthan Royals,Fielding,Royal Challengers Bengaluru,Home Win,Runs,7,Close Match,190,20,No,Normal
33,2023,Season 16,Kolkata,23-04-2023,League,AM Rahane,Eden Gardens,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,Fielding,Chennai Super Kings,Home Win,Runs,49,Moderate Win,236,20,No,Normal
34,2023,Season 16,Hyderabad,24-04-2023,League,AR Patel,Rajiv Gandhi International Stadium,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,Bating,Delhi Capitals,Home Win,Runs,7,Close Match,145,20,No,Normal
35,2023,Season 16,Ahmedabad,25-04-2023,League,A Manohar,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,Mumbai Indians,Mumbai Indians,Fielding,Gujarat Titans,Home Win,Runs,55,Dominating Win,208,20,No,Normal
36,2023,Season 16,Bengaluru,26-04-2023,League,CV Varun,M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bengaluru,Royal Challengers Bengaluru,Fielding,Kolkata Knight Riders,Home Win,Runs,21,Moderate Win,201,20,No,Normal
37,2023,Season 16,Jaipur,27-04-2023,League,YBK Jaiswal,Sawai Mansingh Stadium,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,Bating,Rajasthan Royals,Home Win,Runs,32,Moderate Win,203,20,No,Normal
38,2023,Season 16,Chandigarh,28-04-2023,League,MP Stoinis,"Punjab Cricket Association Stadium, Mohali",Lucknow Super Giants,Punjab Kings,Punjab Kings,Fielding,Lucknow Super Giants,Home Win,Runs,56,Dominating Win,258,20,No,Normal
39,2023,Season 16,Kolkata,29-04-2023,League,J Little,Eden Gardens,Kolkata Knight Riders,Gujarat Titans,Gujarat Titans,Fielding,Gujarat Titans,Away Win,wickets,7,Dominating Win,180,20,No,Normal
40,2023,Season 16,Delhi,29-04-2023,League,MR Marsh,"Arun Jaitley Stadium, Delhi ",Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,Bating,Sunrisers Hyderabad,Home Win,Runs,9,Close Match,198,20,No,Normal
41,2023,Season 16,Chennai,30-04-2023,League,DP Conway,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Punjab Kings,Chennai Super Kings,Bating,Punjab Kings,Away Win,wickets,4,Moderate Win,201,20,No,Normal
42,2023,Season 16,Mumbai,30-04-2023,League,YBK Jaiswal,Wankhede Stadium,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,Bating,Mumbai Indians,Away Win,wickets,6,Moderate Win,213,20,No,Normal
43,2023,Season 16,Lucknow,01-05-2023,League,F du Plessis,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Royal Challengers Bengaluru,Lucknow Super Giants,Royal Challengers Bengaluru,Bating,Royal Challengers Bengaluru,Home Win,Runs,18,Moderate Win,127,20,No,Normal
44,2023,Season 16,Ahmedabad,02-05-2023,League,Mohammed Shami,"Narendra Modi Stadium, Ahmedabad",Delhi Capitals,Gujarat Titans,Delhi Capitals,Bating,Delhi Capitals,Home Win,Runs,5,Close Match,131,20,No,Normal
45,2023,Season 16,Lucknow,03-05-2023,League,No Result ,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow Super Giants,Chennai Super Kings,Chennai Super Kings,Fielding,No Result,No Result,No Result,0,Other,0,0,No,Normal
46,2023,Season 16,Chandigarh,03-05-2023,League,Ishan Kishan,"Punjab Cricket Association Stadium, Mohali",Punjab Kings,Mumbai Indians,Mumbai Indians,Fielding,Mumbai Indians,Away Win,wickets,6,Moderate Win,215,20,No,Normal
47,2023,Season 16,Hyderabad,04-05-2023,League,CV Varun,Rajiv Gandhi International Stadium,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,Bating,Kolkata Knight Riders,Home Win,Runs,5,Close Match,172,20,No,Normal
48,2023,Season 16,Jaipur,05-05-2023,League,Rashid Khan,Sawai Mansingh Stadium,Rajasthan Royals,Gujarat Titans,Rajasthan Royals,Bating,Gujarat Titans,Away Win,wickets,9,Dominating Win,119,20,No,Normal
49,2023,Season 16,Chennai,06-05-2023,League,M Pathirana,"MA Chidambaram Stadium, Chepauk",Mumbai Indians,Chennai Super Kings,Chennai Super Kings,Fielding,Chennai Super Kings,Away Win,wickets,6,Moderate Win,140,20,No,Normal
50,2023,Season 16,Delhi,06-05-2023,League,PD Salt,"Arun Jaitley Stadium, Delhi ",Royal Challengers Bengaluru,Delhi Capitals,Royal Challengers Bengaluru,Bating,Delhi Capitals,Away Win,wickets,7,Dominating Win,182,20,No,Normal
51,2023,Season 16,Ahmedabad,07-05-2023,League,Shubman Gill,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,Lucknow Super Giants,Lucknow Super Giants,Fielding,Gujarat Titans,Home Win,Runs,56,Dominating Win,228,20,No,Normal
52,2023,Season 16,Jaipur,07-05-2023,League,GD Phillips,Sawai Mansingh Stadium,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,Bating,Sunrisers Hyderabad,Away Win,wickets,4,Moderate Win,215,20,No,Normal
53,2023,Season 16,Kolkata,08-05-2023,League,AD Russell,Eden Gardens,Punjab Kings,Kolkata Knight Riders,Punjab Kings,Bating,Kolkata Knight Riders,Away Win,wickets,5,Moderate Win,180,20,No,Normal
54,2023,Season 16,Mumbai,09-05-2023,League,SA Yadav,Wankhede Stadium,Royal Challengers Bengaluru,Mumbai Indians,Mumbai Indians,Fielding,Mumbai Indians,Away Win,wickets,6,Moderate Win,200,20,No,Normal
55,2023,Season 16,Chennai,10-05-2023,League,RA Jadeja,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Delhi Capitals,Chennai Super Kings,Bating,Chennai Super Kings,Home Win,Runs,27,Moderate Win,168,20,No,Normal
56,2023,Season 16,Kolkata,11-05-2023,League,YBK Jaiswal,Eden Gardens,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,Fielding,Rajasthan Royals,Away Win,wickets,9,Dominating Win,150,20,No,Normal
57,2023,Season 16,Mumbai,12-05-2023,League,SA Yadav,Wankhede Stadium,Mumbai Indians,Gujarat Titans,Gujarat Titans,Fielding,Mumbai Indians,Home Win,Runs,27,Moderate Win,219,20,No,Normal
58,2023,Season 16,Hyderabad,13-05-2023,League,PN Mankad,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,Lucknow Super Giants,Sunrisers Hyderabad,Bating,Lucknow Super Giants,Away Win,wickets,7,Dominating Win,183,20,No,Normal
59,2023,Season 16,Delhi,13-05-2023,League,P Simran Singh,"Arun Jaitley Stadium, Delhi ",Punjab Kings,Delhi Capitals,Delhi Capitals,Fielding,Punjab Kings,Home Win,Runs,31,Moderate Win,168,20,No,Normal
60,2023,Season 16,Jaipur,14-05-2023,League,WD Parnell,Sawai Mansingh Stadium,Royal Challengers Bengaluru,Rajasthan Royals,Royal Challengers Bengaluru,Bating,Royal Challengers Bengaluru,Home Win,Runs,112,Dominating Win,172,20,No,Normal
61,2023,Season 16,Chennai,14-05-2023,League,RK Singh,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,Bating,Kolkata Knight Riders,Away Win,wickets,6,Moderate Win,145,20,No,Normal
62,2023,Season 16,Ahmedabad,15-05-2023,League,Shubman Gill,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,Sunrisers Hyderabad,Sunrisers Hyderabad,Fielding,Gujarat Titans,Home Win,Runs,34,Moderate Win,189,20,No,Normal
63,2023,Season 16,Lucknow,16-05-2023,League,MP Stoinis,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow Super Giants,Mumbai Indians,Mumbai Indians,Fielding,Lucknow Super Giants,Home Win,Runs,5,Close Match,178,20,No,Normal
64,2023,Season 16,Dharamsala,17-05-2023,League,RR Rossouw,Himachal Pradesh Cricket Association Stadium,Delhi Capitals,Punjab Kings,Punjab Kings,Fielding,Delhi Capitals,Home Win,Runs,15,Moderate Win,214,20,No,Normal
65,2023,Season 16,Hyderabad,18-05-2023,League,V Kohli,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,Royal Challengers Bengaluru,Royal Challengers Bengaluru,Fielding,Royal Challengers Bengaluru,Away Win,wickets,8,Dominating Win,187,20,No,Normal
66,2023,Season 16,Dharamsala,19-05-2023,League,D Padikkal,Himachal Pradesh Cricket Association Stadium,Punjab Kings,Rajasthan Royals,Rajasthan Royals,Fielding,Rajasthan Royals,Away Win,wickets,4,Moderate Win,188,20,No,Normal
67,2023,Season 16,Delhi,20-05-2023,League,RD Gaikwad,"Arun Jaitley Stadium, Delhi ",Chennai Super Kings,Delhi Capitals,Chennai Super Kings,Bating,Chennai Super Kings,Home Win,Runs,77,Dominating Win,224,20,No,Normal
68,2023,Season 16,Kolkata,20-05-2023,League,N Pooran,Eden Gardens,Lucknow Super Giants,Kolkata Knight Riders,Kolkata Knight Riders,Fielding,Lucknow Super Giants,Home Win,Runs,1,Close Match,177,20,No,Normal
69,2023,Season 16,Mumbai,21-05-2023,League,C Green,Wankhede Stadium,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,Fielding,Mumbai Indians,Away Win,wickets,8,Dominating Win,201,20,No,Normal
70,2023,Season 16,Bengaluru,21-05-2023,League,Shubman Gill,M Chinnaswamy Stadium,Royal Challengers Bengaluru,Gujarat Titans,Gujarat Titans,Fielding,Gujarat Titans,Away Win,wickets,6,Moderate Win,198,20,No,Normal
71,2023,Season 16,Chennai,23-05-2023,Playoffs,RD Gaikwad,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Gujarat Titans,Gujarat Titans,Fielding,Chennai Super Kings,Home Win,Runs,15,Moderate Win,173,20,No,Normal
72,2023,Season 16,Chennai,24-05-2023,Playoffs,Akash Madhwal,"MA Chidambaram Stadium, Chepauk",Mumbai Indians,Lucknow Super Giants,Mumbai Indians,Bating,Mumbai Indians,Home Win,Runs,81,Dominating Win,183,20,No,Normal
73,2023,Season 16,Ahmedabad,26-05-2023,Playoffs,Shubman Gill,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,Mumbai Indians,Mumbai Indians,Fielding,Gujarat Titans,Home Win,Runs,62,Dominating Win,234,20,No,Normal
74,2023,Season 16,Ahmedabad,29-05-2023,Final,DP Conway,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,Chennai Super Kings,Chennai Super Kings,Fielding,Chennai Super Kings,Away Win,wickets,5,Moderate Win,171,15,No,D/L
1,2024,Season 17,Chennai,22-03-2024,League,Mustafizur Rahman,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bengaluru,Chennai Super Kings,Royal Challengers Bengaluru,Bating,Chennai Super Kings,Away Win,wickets,6,Moderate Win,174,20,No,Normal
2,2024,Season 17,Mohali,23-03-2024,League,SM Curran,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Delhi Capitals,Punjab Kings,Punjab Kings,Fielding,Punjab Kings,Away Win,wickets,4,Moderate Win,175,20,No,Normal
3,2024,Season 17,Kolkata,23-03-2024,League,AD Russell,Eden Gardens,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,Fielding,Kolkata Knight Riders,Home Win,Runs,4,Close Match,209,20,No,Normal
4,2024,Season 17,Jaipur,24-03-2024,League,SV Samson,Sawai Mansingh Stadium,Rajasthan Royals,Lucknow Super Giants,Rajasthan Royals,Bating,Rajasthan Royals,Home Win,Runs,20,Moderate Win,194,20,No,Normal
5,2024,Season 17,Ahmedabad,24-03-2024,League,B Sai Sudharsan,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,Mumbai Indians,Mumbai Indians,Fielding,Gujarat Titans,Home Win,Runs,6,Close Match,169,20,No,Normal
6,2024,Season 17,Bengaluru,25-03-2024,League,V Kohli,M Chinnaswamy Stadium,Punjab Kings,Royal Challengers Bengaluru,Royal Challengers Bengaluru,Fielding,Royal Challengers Bengaluru,Away Win,wickets,4,Moderate Win,177,20,No,Normal
7,2024,Season 17,Chennai,26-03-2024,League,S Dube,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Gujarat Titans,Gujarat Titans,Fielding,Chennai Super Kings,Home Win,Runs,63,Dominating Win,207,20,No,Normal
8,2024,Season 17,Hyderabad,27-03-2024,League,Abhishek Sharma,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,Fielding,Sunrisers Hyderabad,Home Win,Runs,31,Moderate Win,278,20,No,Normal
9,2024,Season 17,Jaipur,28-03-2024,League,R Parag,Sawai Mansingh Stadium,Rajasthan Royals,Delhi Capitals,Delhi Capitals,Fielding,Rajasthan Royals,Home Win,Runs,12,Moderate Win,186,20,No,Normal
10,2024,Season 17,Bengaluru,29-03-2024,League,SP Narine,M Chinnaswamy Stadium,Royal Challengers Bengaluru,Kolkata Knight Riders,Kolkata Knight Riders,Fielding,Kolkata Knight Riders,Away Win,wickets,7,Dominating Win,183,20,No,Normal
11,2024,Season 17,Lucknow,30-03-2024,League,MP Yadav,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow Super Giants,Punjab Kings,Lucknow Super Giants,Bating,Lucknow Super Giants,Home Win,Runs,21,Moderate Win,200,20,No,Normal
12,2024,Season 17,Ahmedabad,31-03-2024,League,MM Sharma,"Narendra Modi Stadium, Ahmedabad",Sunrisers Hyderabad,Gujarat Titans,Sunrisers Hyderabad,Bating,Gujarat Titans,Away Win,wickets,7,Dominating Win,163,20,No,Normal
13,2024,Season 17,Visakhapatnam,31-03-2024,League,KK Ahmed,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Delhi Capitals,Chennai Super Kings,Delhi Capitals,Bating,Delhi Capitals,Home Win,Runs,20,Moderate Win,192,20,No,Normal
14,2024,Season 17,Mumbai,01-04-2024,League,TA Boult,Wankhede Stadium,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,Fielding,Rajasthan Royals,Away Win,wickets,6,Moderate Win,126,20,No,Normal
15,2024,Season 17,Bengaluru,02-04-2024,League,MP Yadav,M Chinnaswamy Stadium,Lucknow Super Giants,Royal Challengers Bengaluru,Royal Challengers Bengaluru,Fielding,Lucknow Super Giants,Home Win,Runs,28,Moderate Win,182,20,No,Normal
16,2024,Season 17,Visakhapatnam,03-04-2024,League,SP Narine,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,Bating,Kolkata Knight Riders,Home Win,Runs,106,Dominating Win,273,20,No,Normal
17,2024,Season 17,Ahmedabad,04-04-2024,League,Shashank Singh,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,Punjab Kings,Punjab Kings,Fielding,Punjab Kings,Away Win,wickets,3,Close Match,200,20,No,Normal
18,2024,Season 17,Hyderabad,05-04-2024,League,Abhishek Sharma,Rajiv Gandhi International Stadium,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,Fielding,Sunrisers Hyderabad,Away Win,wickets,6,Moderate Win,166,20,No,Normal
19,2024,Season 17,Jaipur,06-04-2024,League,JC Buttler,Sawai Mansingh Stadium,Royal Challengers Bengaluru,Rajasthan Royals,Rajasthan Royals,Fielding,Rajasthan Royals,Away Win,wickets,6,Moderate Win,184,20,No,Normal
20,2024,Season 17,Mumbai,07-04-2024,League,R Shepherd,Wankhede Stadium,Mumbai Indians,Delhi Capitals,Delhi Capitals,Fielding,Mumbai Indians,Home Win,Runs,29,Moderate Win,235,20,No,Normal
21,2024,Season 17,Lucknow,07-04-2024,League,Yash Thakur,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow Super Giants,Gujarat Titans,Lucknow Super Giants,Bating,Lucknow Super Giants,Home Win,Runs,33,Moderate Win,164,20,No,Normal
22,2024,Season 17,Chennai,08-04-2024,League,RA Jadeja,"MA Chidambaram Stadium, Chepauk",Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,Fielding,Chennai Super Kings,Away Win,wickets,7,Dominating Win,138,20,No,Normal
23,2024,Season 17,Mohali,09-04-2024,League,Nithish Kumar Reddy,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Sunrisers Hyderabad,Punjab Kings,Punjab Kings,Fielding,Sunrisers Hyderabad,Home Win,Runs,2,Close Match,183,20,No,Normal
24,2024,Season 17,Jaipur,10-04-2024,League,Rashid Khan,Sawai Mansingh Stadium,Rajasthan Royals,Gujarat Titans,Gujarat Titans,Fielding,Gujarat Titans,Away Win,wickets,3,Close Match,197,20,No,Normal
25,2024,Season 17,Mumbai,11-04-2024,League,JJ Bumrah,Wankhede Stadium,Royal Challengers Bengaluru,Mumbai Indians,Mumbai Indians,Fielding,Mumbai Indians,Away Win,wickets,7,Dominating Win,197,20,No,Normal
26,2024,Season 17,Lucknow,12-04-2024,League,Kuldeep Yadav,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow Super Giants,Delhi Capitals,Lucknow Super Giants,Bating,Delhi Capitals,Away Win,wickets,6,Moderate Win,168,20,No,Normal
27,2024,Season 17,Mohali,13-04-2024,League,SO Hetmyer,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Punjab Kings,Rajasthan Royals,Rajasthan Royals,Fielding,Rajasthan Royals,Away Win,wickets,3,Close Match,148,20,No,Normal
28,2024,Season 17,Kolkata,14-04-2024,League,PD Salt,Eden Gardens,Lucknow Super Giants,Kolkata Knight Riders,Kolkata Knight Riders,Fielding,Kolkata Knight Riders,Away Win,wickets,8,Dominating Win,162,20,No,Normal
29,2024,Season 17,Mumbai,14-04-2024,League,M Pathirana,Wankhede Stadium,Chennai Super Kings,Mumbai Indians,Mumbai Indians,Fielding,Chennai Super Kings,Home Win,Runs,20,Moderate Win,207,20,No,Normal
30,2024,Season 17,Bengaluru,15-04-2024,League,TM Head,M Chinnaswamy Stadium,Sunrisers Hyderabad,Royal Challengers Bengaluru,Royal Challengers Bengaluru,Fielding,Sunrisers Hyderabad,Home Win,Runs,25,Moderate Win,288,20,No,Normal
31,2024,Season 17,Kolkata,16-04-2024,League,JC Buttler,Eden Gardens,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,Fielding,Rajasthan Royals,Away Win,wickets,2,Close Match,224,20,No,Normal
32,2024,Season 17,Ahmedabad,17-04-2024,League,RR Pant,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,Delhi Capitals,Delhi Capitals,Fielding,Delhi Capitals,Away Win,wickets,6,Moderate Win,90,20,No,Normal
33,2024,Season 17,Mohali,18-04-2024,League,JJ Bumrah,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Mumbai Indians,Punjab Kings,Punjab Kings,Fielding,Mumbai Indians,Home Win,Runs,9,Close Match,193,20,No,Normal
34,2024,Season 17,Lucknow,19-04-2024,League,KL Rahul,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Chennai Super Kings,Lucknow Super Giants,Lucknow Super Giants,Fielding,Lucknow Super Giants,Away Win,wickets,8,Dominating Win,177,20,No,Normal
35,2024,Season 17,Delhi,20-04-2024,League,TM Head,"Arun Jaitley Stadium, Delhi ",Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,Fielding,Sunrisers Hyderabad,Home Win,Runs,67,Dominating Win,267,20,No,Normal
36,2024,Season 17,Kolkata,21-04-2024,League,AD Russell,Eden Gardens,Kolkata Knight Riders,Royal Challengers Bengaluru,Royal Challengers Bengaluru,Fielding,Kolkata Knight Riders,Home Win,Runs,1,Close Match,223,20,No,Normal
37,2024,Season 17,Mohali,21-04-2024,League,R Sai Kishore,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Punjab Kings,Gujarat Titans,Punjab Kings,Bating,Gujarat Titans,Away Win,wickets,3,Close Match,143,20,No,Normal
38,2024,Season 17,Jaipur,22-04-2024,League,Sandeep Sharma,Sawai Mansingh Stadium,Mumbai Indians,Rajasthan Royals,Mumbai Indians,Bating,Rajasthan Royals,Away Win,wickets,9,Dominating Win,180,20,No,Normal
39,2024,Season 17,Chennai,23-04-2024,League,MP Stoinis,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Lucknow Super Giants,Lucknow Super Giants,Fielding,Lucknow Super Giants,Away Win,wickets,6,Moderate Win,211,20,No,Normal
40,2024,Season 17,Delhi,24-04-2024,League,RR Pant,"Arun Jaitley Stadium, Delhi ",Delhi Capitals,Gujarat Titans,Gujarat Titans,Fielding,Delhi Capitals,Home Win,Runs,4,Close Match,225,20,No,Normal
41,2024,Season 17,Hyderabad,25-04-2024,League,RM Patidar,Rajiv Gandhi International Stadium,Royal Challengers Bengaluru,Sunrisers Hyderabad,Royal Challengers Bengaluru,Bating,Royal Challengers Bengaluru,Home Win,Runs,35,Moderate Win,207,20,No,Normal
42,2024,Season 17,Kolkata,26-04-2024,League,JM Bairstow,Eden Gardens,Kolkata Knight Riders,Punjab Kings,Punjab Kings,Fielding,Punjab Kings,Away Win,wickets,8,Dominating Win,262,20,No,Normal
43,2024,Season 17,Delhi,27-04-2024,League,J Fraser-McGurk,"Arun Jaitley Stadium, Delhi ",Delhi Capitals,Mumbai Indians,Mumbai Indians,Fielding,Delhi Capitals,Home Win,Runs,10,Close Match,258,20,No,Normal
44,2024,Season 17,Lucknow,27-04-2024,League,SV Samson,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow Super Giants,Rajasthan Royals,Rajasthan Royals,Fielding,Rajasthan Royals,Away Win,wickets,7,Dominating Win,197,20,No,Normal
45,2024,Season 17,Ahmedabad,28-04-2024,League,WG Jacks,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,Royal Challengers Bengaluru,Royal Challengers Bengaluru,Fielding,Royal Challengers Bengaluru,Away Win,wickets,9,Dominating Win,201,20,No,Normal
46,2024,Season 17,Chennai,28-04-2024,League,RD Gaikwad,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,Fielding,Chennai Super Kings,Home Win,Runs,78,Dominating Win,213,20,No,Normal
